199801_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500
1	0.44041	0.00000	0.00000	0.55959	0.00000	0.00000
2	0.44040	0.00000	0.00000	0.55959	0.00000	0.00000
3	0.44041	0.00000	0.00000	0.55958	0.00001	0.00000
4	0.44041	0.00000	0.00000	0.55959	0.00001	0.00000
5	0.44041	0.00000	0.00000	0.55959	0.00000	0.00000
6	0.44041	0.00000	0.00000	0.55958	0.00001	0.00000
7	0.44041	0.00000	0.00000	0.55959	0.00000	0.00000
8	0.44041	0.00000	0.00000	0.55958	0.00001	0.00000
9	0.44040	0.00000	0.00000	0.55959	0.00001	0.00000
10	0.44041	0.00000	0.00000	0.55959	0.00000	0.00000
11	0.44040	0.00000	0.00000	0.55959	0.00000	0.00000
12	0.00000	0.44039	0.00000	0.55961	0.00000	0.00000
13	0.00000	0.44039	0.00000	0.55961	0.00000	0.00000
14	0.00000	0.44039	0.00000	0.55961	0.00000	0.00000
15	0.00000	0.44039	0.00000	0.55961	0.00000	0.00001
16	0.00000	0.44039	0.00000	0.55961	0.00000	0.00000
17	0.00000	0.44039	0.00000	0.55961	0.00000	0.00000
18	0.00000	0.44039	0.00000	0.55961	0.00000	0.00000
19	0.00000	0.44039	0.00000	0.55961	0.00000	0.00000
20	0.00000	0.44039	0.00000	0.55960	0.00000	0.00001
21	0.00000	0.44039	0.00000	0.55961	0.00000	0.00000
22	0.00000	0.44039	0.00000	0.55961	0.00000	0.00000
23	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
24	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
25	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
26	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
27	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
28	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
29	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
30	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
31	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
32	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
33	0.00000	0.00000	0.00000	0.99985	0.00006	0.00009
34	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
35	0.00000	0.00000	0.00000	0.99997	0.00003	0.00000
36	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
37	0.00000	0.00000	0.00000	0.99972	0.00007	0.00021
38	0.00000	0.00000	0.00000	0.99999	0.00000	0.00001
39	0.00000	0.00000	0.00000	0.99996	0.00004	0.00001
40	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
41	0.00000	0.00000	0.00000	0.99997	0.00003	0.00000
42	0.00000	0.00000	0.00000	0.99945	0.00051	0.00004
43	0.00000	0.00000	0.00000	0.55959	0.44041	0.00000
44	0.00000	0.00000	0.00000	0.55935	0.44060	0.00005
45	0.00000	0.00000	0.00000	0.55371	0.44628	0.00002
46	0.00000	0.00000	0.00000	0.55729	0.44270	0.00001
47	0.00000	0.00000	0.00000	0.55960	0.44040	0.00000
48	0.00000	0.00000	0.00000	0.55931	0.44041	0.00028
49	0.00000	0.00000	0.00000	0.55957	0.44042	0.00001
50	0.00000	0.00000	0.00000	0.55894	0.44052	0.00055
51	0.00000	0.00000	0.00000	0.55956	0.44043	0.00001
52	0.00000	0.00000	0.00000	0.55959	0.44041	0.00000
53	0.00000	0.00000	0.00000	0.55959	0.00002	0.44039
54	0.00000	0.00000	0.00000	0.55957	0.00003	0.44040
55	0.00000	0.00000	0.00000	0.55961	0.00000	0.44039
56	0.00000	0.00000	0.00000	0.55961	0.00000	0.44039
57	0.00000	0.00000	0.00000	0.55960	0.00000	0.44039
58	0.00000	0.00000	0.00000	0.55950	0.00000	0.44050
59	0.00000	0.00000	0.00000	0.55961	0.00000	0.44039
60	0.00000	0.00000	0.00000	0.55940	0.00021	0.44039
61	0.00000	0.00000	0.00000	0.55913	0.00046	0.44041
62	0.00000	0.00000	0.00000	0.55961	0.00000	0.44039
