Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
CH_18_R_18CH024_BL_ADL_M__SRR17643018__R1__d26a809a141ff3606bbb012b518a4454	36.27840339090907	36.416629999581254	36.47216791055593	36.36950261250747	36.26584810843293	36.24128774660807	36.349140945126784	36.37066418425667	36.35127590362265	36.273909276790505	36.13986113392738	36.02572348686982	35.79702331983684	35.596873773961114	35.39353316447505	35.178399547038914	34.97793803924684	34.845748446972664	34.723881342519974	34.49516866322436	34.36484909588523	34.18497645182153	34.02943656522643	33.80061744580196	33.72449623289988	33.443407637419256	33.18925058490176	32.94413054269792	32.67812676110276	32.420257890044546	32.11950211502334	31.887736500911398	31.62221829245553	31.330411240421192	31.101532816594066	30.797003713951636	30.306221393320612	30.151558252706906
CH_18_R_18CH024_BL_ADL_M__SRR17643018__R2__17ad972594331183f0fdcc22c7b1e5ed	36.84580805201322	36.811484224205714	36.81776011172277	36.681966272007855	36.771493407977424	36.729624284956046	36.72209516692382	36.70791214501913	36.68526877922048	36.66203879016156	36.59083029384848	36.50568468310799	36.40659848628823	36.28875675137856	36.20549060703442	36.132716059324444	36.05307618056741	35.94989096507984	35.85264389191495	35.735583278663775	35.63712496407556	35.54041913932383	35.421408381140125	35.31372109178797	35.13356730119156	34.99338884397216	34.77885862825373	34.511478891462204	34.3499876988997	34.1306700466955	33.847440229429665	33.625948621700545	33.31518726698327	33.07587599975519	32.695015094527356	32.58160864176454	32.197185599874594	31.771474653899578
CH_18_R_18CH081_BL_ADL_M__SRR17643017__R1__4a1dc631af59269ba7ecf92fe45ea120	36.521830543633996	36.5332976934153	36.60670085697828	36.49634565048955	36.322559046748005	36.34622979887921	36.42780629796155	36.436705421146556	36.41921588269854	36.363280911370104	36.27097675047052	36.14658216727317	35.94240993417664	35.76117407619687	35.603309836227695	35.442681876896586	35.294671039222195	35.16305128780549	35.03473380873916	34.86602303430353	34.79001990686176	34.60567618130516	34.46356753884107	34.3400423995523	34.15663741516224	33.93986993166381	33.72816392087118	33.55708347883064	33.33998517004224	33.016952191414006	32.761057000173636	32.373018525633775	32.0104247867768	31.61906023254165	31.116325706300632	30.57548464498035	29.97497538766	29.63604628092068
CH_18_R_18CH081_BL_ADL_M__SRR17643017__R2__26b4b61ae8dbc573a322e0a52defbcc0	36.839291766764646	36.74432363616093	36.74177874420029	36.60806465195438	36.70312027578127	36.65022613080889	36.684612813364076	36.6290475203875	36.623174891569725	36.582433764492116	36.51184918711495	36.431937266087395	36.33714866681945	36.2192912835625	36.13409665051905	36.02518102544765	35.91870941876238	35.821691502012534	35.739487841005655	35.6168363705678	35.51463388352063	35.41738375901815	35.299364597387	35.20332494757482	35.06747627500043	34.967181123810875	34.76480735432019	34.58073390201604	34.375222567295644	34.21946103600262	34.022783629095024	33.714559262014966	33.51920355653184	33.281933379550644	33.08574535222503	32.805298430442136	32.43464211518497	32.259385494033786
CH_19_R_19CH005_BL_ADL_M__SRR17643013__R1__089f55eeb1d28767c339c9405a50484e	36.262589758714086	36.41094859313752	36.45987439134335	36.33379270362292	36.23433249177558	36.22303938439083	36.3171284188929	36.33919664662832	36.3260106404545	36.250331913106415	36.11545267594755	36.00384112540917	35.7770359126452	35.566626205173506	35.37065456966127	35.147905698477	34.93886609398714	34.79977931502866	34.69600543835873	34.47099702974071	34.33673839371622	34.160560315013704	34.00677334554968	33.79519140870248	33.70646718699298	33.42504685186325	33.16769135515942	32.94098681008754	32.637368275648036	32.382490064899585	32.05918770662066	31.80403553050264	31.460169922107305	31.108922321611015	30.792671907915093	30.381802140941232	29.817209292489384	29.549973289083642
CH_19_R_19CH005_BL_ADL_M__SRR17643013__R2__1cd29a2cf680022859101c3a937cbe74	36.82760120615345	36.788035678133326	36.774319258893975	36.61317181557857	36.728161030860875	36.683390140614186	36.67699090279799	36.665436107905634	36.646780459031746	36.62050122771885	36.546905897966994	36.456003483868585	36.351058300514914	36.221961552444384	36.13519064899714	36.05856218895353	35.97223083027038	35.86510981850451	35.762610704490655	35.63880126310441	35.53654608320039	35.44274009281606	35.32137206690095	35.21677655005145	35.03491423209618	34.90082947295711	34.7023740185624	34.44066499944571	34.306307440088005	34.1153958125419	33.856183348148036	33.66647013556565	33.38801380293002	33.14972099013312	32.77869764683966	32.6540190836903	32.26857191964742	31.799229747690273
CH_19_R_19CH008_BL_ADL_F__SRR17643012__R1__0337ff931531a685c552893ce7dd505e	36.51527940618102	36.56180498938119	36.63128965364732	36.52375242521978	36.42608555966771	36.39371508205066	36.4876514693181	36.49026173597753	36.46697970951604	36.4080653568046	36.31693871130601	36.199451385035196	35.99376811352323	35.81722242759806	35.66335152230785	35.501049146948496	35.33683655374705	35.2218603991338	35.08388744476757	34.915656008912286	34.84080405893128	34.65789047394532	34.524608772932666	34.404052205333194	34.23612767608661	34.01047696614914	33.82973344070364	33.66033846680213	33.46546810809909	33.14985006821909	32.936152810751494	32.61576235558207	32.33939640921437	32.06193390050444	31.696721294785725	31.276738919092583	30.766394368900443	30.455151563197578
CH_19_R_19CH008_BL_ADL_F__SRR17643012__R2__ef7d648a5264afbdd048e1610e0da13e	36.83389207615503	36.72020632622492	36.744539927984015	36.6393461816088	36.70352527861342	36.65063399939083	36.687345630849215	36.636351718411646	36.63629672590114	36.589470845207344	36.52108481280433	36.43691407733165	36.34130695250533	36.219791612599046	36.13176818028197	36.022295298933116	35.900713784427694	35.80938399208909	35.72799118784657	35.59886725442173	35.484900249928025	35.394775552950115	35.277483112125466	35.18526639657195	35.051313903758924	34.95890079234277	34.76208893098398	34.58328103342527	34.377506310786956	34.22148176026103	34.0257631316524	33.730496451355826	33.53600678435676	33.31735743880101	33.133613542010025	32.89195633978529	32.51658535730529	32.42488832514844
CH_19_R_19CH091_BL_ADL_M__SRR17643068__R1__ba4871885bba09ec9a877673464579c2	36.500587555759274	36.55543736616717	36.62792494430316	36.535365191039595	36.416323813014785	36.41077122903336	36.49416369412878	36.49958374874262	36.48058210283921	36.41084902331461	36.318466873129324	36.1979440180853	35.991310435212185	35.81849807243355	35.65888809766942	35.499124173802734	35.33187558908561	35.21693538495606	35.07650276807563	34.900533369701385	34.83437170499527	34.63395651748052	34.49707197408403	34.36016752078083	34.19740070868134	33.9531375012396	33.76739644112896	33.579918453261804	33.392874312251315	33.064911816689765	32.86119212606273	32.55122971887952	32.32499321244514	32.09905597989397	31.802379382548118	31.464870792063902	31.040261842343504	30.80190954382637
