199801_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500
1	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
2	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
3	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
4	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
5	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
6	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
7	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
8	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
9	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
10	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
11	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
12	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
13	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
14	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
15	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
16	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
17	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
18	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
19	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
20	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
21	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
22	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
23	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
24	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
25	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
26	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
27	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
28	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
29	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
30	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
31	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
32	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
33	0.00000	0.00000	0.00000	0.99994	0.00000	0.00006
34	0.00000	0.00000	0.00000	0.99979	0.00020	0.00001
35	0.00000	0.00000	0.00000	0.99998	0.00000	0.00002
36	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
37	0.00000	0.00000	0.00000	0.99994	0.00003	0.00002
38	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
39	0.00000	0.00000	0.00000	0.99900	0.00000	0.00100
40	0.00000	0.00000	0.00000	0.99963	0.00000	0.00037
41	0.00000	0.00000	0.00000	0.99984	0.00012	0.00004
42	0.00000	0.00000	0.00000	0.99953	0.00047	0.00000
43	0.00000	0.00000	0.00000	0.99990	0.00009	0.00001
44	0.00000	0.00000	0.00000	0.99947	0.00000	0.00053
45	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
46	0.00000	0.00000	0.00000	0.99970	0.00000	0.00030
47	0.00000	0.00000	0.00000	0.99974	0.00004	0.00022
48	0.00000	0.00000	0.00000	0.99996	0.00003	0.00001
49	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
50	0.00000	0.00000	0.00000	0.99998	0.00001	0.00001
51	0.00000	0.00000	0.00000	0.99999	0.00000	0.00001
52	0.00000	0.00000	0.00000	0.99997	0.00000	0.00002
53	0.00000	0.00000	0.00000	0.99997	0.00003	0.00000
54	0.00000	0.00000	0.00000	0.99991	0.00008	0.00001
55	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
56	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
57	0.00000	0.00000	0.00000	0.99979	0.00000	0.00021
58	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
59	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
60	0.00000	0.00000	0.00000	0.99966	0.00033	0.00000
61	0.00000	0.00000	0.00000	0.98636	0.01362	0.00002
62	0.00000	0.00000	0.00000	0.99997	0.00000	0.00002
