199801_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500
1	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
2	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
3	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
4	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
5	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
6	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
7	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
8	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
9	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
10	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
11	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
12	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
13	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
14	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
15	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
16	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
17	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
18	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
19	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
20	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
21	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
22	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
23	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
24	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
25	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
26	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
27	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
28	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
29	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
30	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
31	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
32	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
33	0.00000	0.00000	0.00000	0.99989	0.00008	0.00003
34	0.00000	0.00000	0.00000	0.99993	0.00000	0.00007
35	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
36	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
37	0.00000	0.00000	0.00000	0.99999	0.00000	0.00001
38	0.00000	0.00000	0.00000	0.99948	0.00029	0.00023
39	0.00000	0.00000	0.00000	0.99999	0.00000	0.00001
40	0.00000	0.00000	0.00000	0.99919	0.00080	0.00002
41	0.00000	0.00000	0.00000	0.99977	0.00000	0.00023
42	0.00000	0.00000	0.00000	0.99924	0.00000	0.00076
43	0.00000	0.00000	0.00000	0.99934	0.00006	0.00060
44	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
45	0.00000	0.00000	0.00000	0.99888	0.00093	0.00019
46	0.00000	0.00000	0.00000	0.99997	0.00003	0.00000
47	0.00000	0.00000	0.00000	0.99999	0.00001	0.00000
48	0.00000	0.00000	0.00000	0.99995	0.00004	0.00000
49	0.00000	0.00000	0.00000	0.99924	0.00022	0.00054
50	0.00000	0.00000	0.00000	0.99993	0.00007	0.00000
51	0.00000	0.00000	0.00000	0.99569	0.00429	0.00002
52	0.00000	0.00000	0.00000	0.99982	0.00016	0.00002
53	0.00000	0.00000	0.00000	0.99998	0.00000	0.00002
54	0.00000	0.00000	0.00000	0.99985	0.00000	0.00015
55	0.00000	0.00000	0.00000	0.99980	0.00007	0.00013
56	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
57	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000
58	0.00000	0.00000	0.00000	0.99873	0.00000	0.00127
59	0.00000	0.00000	0.00000	0.99973	0.00000	0.00027
60	0.00000	0.00000	0.00000	0.99899	0.00033	0.00068
61	0.00000	0.00000	0.00000	0.99751	0.00005	0.00244
62	0.00000	0.00000	0.00000	0.99998	0.00000	0.00001
